model,fold,log_loss,brier,accuracy
xgboost,80,0.6508796704904942,0.22976712882518768,0.6053846153846154
lasso_lr,81,0.6448847346192409,0.22743546446068963,0.5868544600938967
ridge_lr,81,0.6443950879428939,0.22726205547722897,0.5915492957746479
elasticnet,81,0.6448074456142154,0.2274163194391315,0.5915492957746479
logistic,81,0.6444050098037438,0.2272670203350589,0.5915492957746479
xgboost,81,0.6445780472491265,0.22714518010616302,0.613849765258216
lasso_lr,82,0.6371426851354628,0.22466802830032165,0.6
ridge_lr,82,0.634897973995219,0.22365613770420587,0.6
elasticnet,82,0.6372160335320051,0.2247325191593848,0.5975
logistic,82,0.6349074072276766,0.2236622083124024,0.6
xgboost,82,0.6411828134255794,0.22567570209503174,0.6125
lasso_lr,83,0.6551585604274741,0.23095557769402744,0.604982206405694
ridge_lr,83,0.6508437500919132,0.22926408648247787,0.6014234875444839
elasticnet,83,0.6523890979876993,0.22974905731080464,0.604982206405694
logistic,83,0.6508352867025983,0.22925912098607898,0.6014234875444839
xgboost,83,0.6590540981756384,0.23327764868736267,0.6103202846975089
lasso_lr,84,0.6136486487110635,0.21010354947776066,0.6875
ridge_lr,84,0.6132721479058442,0.210035792909757,0.6840277777777778
elasticnet,84,0.6136248210689899,0.21009864170471204,0.6805555555555556
logistic,84,0.6132866252642428,0.21004268257103098,0.6840277777777778
xgboost,84,0.6333228631462481,0.22039280831813812,0.6527777777777778
lasso_lr,85,0.708219075421717,0.253223017110067,0.6032608695652174
ridge_lr,85,0.7050716997723525,0.2524647470086418,0.6086956521739131
elasticnet,85,0.7091609985674326,0.25358227686530305,0.6032608695652174
logistic,85,0.7051481057032719,0.2524879032312284,0.6086956521739131
xgboost,85,0.6618215520226818,0.23593144118785858,0.5896739130434783
lasso_lr,86,0.6355214279121604,0.22157588767072325,0.6638888888888889
ridge_lr,86,0.6342368593336798,0.2208691075922378,0.6583333333333333
elasticnet,86,0.6358308587077941,0.22169278424252406,0.6555555555555556
logistic,86,0.6342239977294747,0.22086360024393087,0.6555555555555556
xgboost,86,0.6458162075681622,0.22563205659389496,0.6638888888888889
lasso_lr,87,0.6594274376443934,0.23262754294131516,0.625
ridge_lr,87,0.6598823465419194,0.23275725450421736,0.6064814814814815
elasticnet,87,0.659939020961175,0.23282899291835785,0.6203703703703703
logistic,87,0.6597833848130911,0.23272156116220094,0.6064814814814815
xgboost,87,0.6546243641450933,0.23133134841918945,0.6064814814814815
lasso_lr,88,0.610832349167759,0.21204310354436476,0.6585365853658537
ridge_lr,88,0.6143026701552309,0.2137538422147362,0.6524390243902439
elasticnet,88,0.6111940088519049,0.21225510861257701,0.6585365853658537
logistic,88,0.612496927244889,0.21285193866872376,0.6585365853658537
xgboost,88,0.6187869729015464,0.21414747834205627,0.6890243902439024
lasso_lr,89,0.7154882432850903,0.2562241101260763,0.5882352941176471
ridge_lr,89,0.7012230089445617,0.2502206668943996,0.5882352941176471
elasticnet,89,0.7117311356588762,0.2546511291630461,0.5882352941176471
logistic,89,0.7115840347723122,0.2544840746438665,0.5882352941176471
xgboost,89,0.7270597965626076,0.2635817229747772,0.5588235294117647
lasso_lr,90,0.6462667085812173,0.22478709901778626,0.6986301369863014
ridge_lr,90,0.6425706812875971,0.22320060356289387,0.6986301369863014
elasticnet,90,0.6434852506726528,0.22368076430114606,0.6986301369863014
logistic,90,0.6440322428923567,0.2237841199984708,0.6986301369863014
xgboost,90,0.6278943695650985,0.2192607969045639,0.6575342465753424
lasso_lr,91,0.6495131902413835,0.23030077971600588,0.6053639846743295
ridge_lr,91,0.6514011570114491,0.2311133989705616,0.6053639846743295
elasticnet,91,0.6511358070432781,0.23096867460706383,0.6053639846743295
logistic,91,0.6516631235638795,0.23125494438003197,0.6053639846743295
xgboost,91,0.6592637202361407,0.23440521955490112,0.5862068965517241
lasso_lr,92,0.6299280935190754,0.2215002510210116,0.6346153846153846
ridge_lr,92,0.629928485329783,0.22151464767828336,0.639792899408284
elasticnet,92,0.6293251714097511,0.22129069487012815,0.6375739644970414
logistic,92,0.6308954669392405,0.22193078404056857,0.6375739644970414
xgboost,92,0.6352952641415095,0.22288522124290466,0.6220414201183432
lasso_lr,93,0.6192104782291784,0.21589702311321876,0.627
ridge_lr,93,0.6197386345808247,0.21599938069539862,0.626
elasticnet,93,0.6182643193872993,0.21562937165968632,0.633
logistic,93,0.6210599289359404,0.21656386864554217,0.63
xgboost,93,0.6201519145433411,0.2170247733592987,0.628
lasso_lr,94,0.6067354927289397,0.2094916391484979,0.6824769433465085
ridge_lr,94,0.6070718101535949,0.2096359710304485,0.6831357048748353
elasticnet,94,0.6055369484931974,0.2088607493311137,0.6831357048748353
logistic,94,0.6084215853817642,0.2100800163136883,0.6758893280632411
xgboost,94,0.5988556855263807,0.20605331659317017,0.6811594202898551
lasso_lr,95,0.63190360716245,0.22069299457835426,0.6382460414129111
ridge_lr,95,0.6310572904735295,0.220259192970927,0.6382460414129111
elasticnet,95,0.6311185880117822,0.22034515022692233,0.6339829476248477
logistic,95,0.6315725315980273,0.22047213071521218,0.6394640682095006
xgboost,95,0.6283519086876425,0.2193886786699295,0.6272838002436053
lasso_lr,96,0.6755847521611732,0.24152305129916096,0.5926294820717132
ridge_lr,96,0.6777315430315746,0.24247452735073113,0.5906374501992032
elasticnet,96,0.6757824536951396,0.24156066899192405,0.5896414342629482
logistic,96,0.6779215916813297,0.2425615009571412,0.5896414342629482
xgboost,96,0.6723314184434123,0.23906202614307404,0.6125498007968128
lasso_lr,97,0.6446027101642852,0.22736592461617672,0.6314285714285715
ridge_lr,97,0.6454702879876483,0.2277549709056152,0.6242857142857143
elasticnet,97,0.6451945397017612,0.22760893874611643,0.6314285714285715
logistic,97,0.6454933436966052,0.2277701943522052,0.6228571428571429
xgboost,97,0.6509586198762153,0.22996285557746887,0.6371428571428571
lasso_lr,98,0.6743532893980535,0.24111453681650652,0.57981220657277
ridge_lr,98,0.6690106561947132,0.23875385648262354,0.5774647887323944
elasticnet,98,0.6731955596276843,0.24059237195868227,0.5821596244131455
logistic,98,0.6688924024377556,0.23870169370948638,0.5845070422535211
xgboost,98,0.6725525538737573,0.24004116654396057,0.6103286384976526
lasso_lr,99,0.6450398345678904,0.22705406328493327,0.6094527363184079
ridge_lr,99,0.6468371872978267,0.2282202223967009,0.6094527363184079
elasticnet,99,0.6463080395913674,0.22775595742042415,0.6169154228855721
logistic,99,0.646221411608341,0.22807906692422894,0.6119402985074627
xgboost,99,0.6618330036643598,0.23448723554611206,0.6019900497512438
lasso_lr,100,0.6514529806851411,0.23016982553640994,0.5941358024691358
ridge_lr,100,0.6517062983052947,0.23018857351118618,0.6141975308641975
elasticnet,100,0.6507269760364661,0.22978852225440327,0.6111111111111112
logistic,100,0.653944602292559,0.2311450691578891,0.6172839506172839
xgboost,100,0.6336289835098388,0.22239063680171967,0.6311728395061729
lasso_lr,101,0.5981134350566436,0.20633208613268705,0.6608497723823976
ridge_lr,101,0.5981944205906335,0.20601688067029378,0.6638846737481032
elasticnet,101,0.5983226561381523,0.2063247558484079,0.665402124430956
logistic,101,0.598253463906667,0.20603600970132274,0.6638846737481032
xgboost,101,0.5945142926861496,0.2059577852487564,0.6729893778452201
lasso_lr,102,0.5645857685274525,0.19293264030144,0.7086801426872771
ridge_lr,102,0.5653792028581484,0.1931881686603795,0.7063020214030915
elasticnet,102,0.5646575993932818,0.19297089250932034,0.7063020214030915
logistic,102,0.5654139608868441,0.19320475091576406,0.7063020214030915
xgboost,102,0.5665675736664195,0.19402466714382172,0.6961950059453033
lasso_lr,103,0.5704527844623367,0.1951297274495818,0.704
ridge_lr,103,0.5698157097909602,0.19481299682336636,0.7008
elasticnet,103,0.5707930354087123,0.1952870132391827,0.7056
logistic,103,0.5698406726334044,0.19482355663948878,0.7008
xgboost,103,0.5731576239664199,0.19633087515830994,0.7016
lasso_lr,104,0.6126164996414838,0.21175366890451794,0.6644542772861357
ridge_lr,104,0.6117628887348475,0.21153011421696674,0.6629793510324484
elasticnet,104,0.6128468293681688,0.2118442685536318,0.6637168141592921
logistic,104,0.6117982885826733,0.211544165725624,0.6629793510324484
xgboost,104,0.6068148326121502,0.20925630629062653,0.6651917404129793
lasso_lr,105,0.6431506087623162,0.22530220511567436,0.6324921135646687
ridge_lr,105,0.6453055506895573,0.22630550880569444,0.6293375394321766
elasticnet,105,0.6435475526058714,0.22552657433572987,0.6301261829652997
logistic,105,0.6453370139259945,0.22631788845351514,0.6293375394321766
xgboost,105,0.6404404891092979,0.2241065353155136,0.6498422712933754
lasso_lr,106,0.629067818866875,0.21838974262369396,0.6634615384615384
ridge_lr,106,0.628900319564296,0.21853880800544956,0.6538461538461539
elasticnet,106,0.6295156911506826,0.21865338104983212,0.6538461538461539
logistic,106,0.6289246809558916,0.21855275685118825,0.6538461538461539
xgboost,106,0.6364026722961497,0.22191134095191956,0.6517094017094017
lasso_lr,107,0.6514311217437051,0.23063947255374112,0.6161417322834646
ridge_lr,107,0.65225546919124,0.2309825925458698,0.6220472440944882
elasticnet,107,0.6515219480425434,0.23070811757809193,0.6200787401574803
logistic,107,0.6522645313302459,0.2309854947734212,0.6220472440944882
xgboost,107,0.6629589130068473,0.2353871613740921,0.6043307086614174
lasso_lr,108,0.6818423719722583,0.24423828882573984,0.5889328063241107
ridge_lr,108,0.6788716737146372,0.24278132055863658,0.5770750988142292
elasticnet,108,0.6816622812915689,0.2440949356440403,0.5889328063241107
logistic,108,0.6789172748761257,0.24279974507403396,0.5810276679841897
xgboost,108,0.6860554524276542,0.2463182955980301,0.5652173913043478
