model,fold,log_loss,brier,accuracy
lasso_lr,64,0.8064085015264439,0.29560759962785443,0.43617021276595747
ridge_lr,64,0.8054448814611352,0.29478481294316505,0.4574468085106383
elasticnet,64,0.8053378030625279,0.29509276902431636,0.44680851063829785
logistic,64,0.8050817549090956,0.2946107362086758,0.4574468085106383
xgboost,64,0.761697473980568,0.2810116112232208,0.4521276595744681
lasso_lr,65,0.7214246823456897,0.26406170434475457,0.4
ridge_lr,65,0.6845279840879834,0.2457202901413403,0.6
elasticnet,65,0.7122351025883191,0.2594612060830736,0.4
logistic,65,0.7065200867918005,0.2566188543833857,0.6
xgboost,65,0.7341948037341626,0.269450843334198,0.6
lasso_lr,66,0.6524674056925077,0.23057530559836897,0.6176470588235294
ridge_lr,66,0.6533074910255229,0.23103266509235518,0.6264705882352941
elasticnet,66,0.6525907046145561,0.23060172926183614,0.6264705882352941
logistic,66,0.6537660886136732,0.23123989417790544,0.6264705882352941
xgboost,66,0.6442913936577278,0.22744634747505188,0.6176470588235294
lasso_lr,67,0.6414676722058491,0.22496171996108733,0.6254681647940075
ridge_lr,67,0.6422911988016632,0.22537330135426142,0.6273408239700374
elasticnet,67,0.6414437470946224,0.2249959686001779,0.6279650436953808
logistic,67,0.6422190215755594,0.22538600466634146,0.6242197253433208
xgboost,67,0.6389521343727299,0.2238387018442154,0.6279650436953808
lasso_lr,68,0.6184788221564317,0.2149248756113881,0.6533180778032036
ridge_lr,68,0.6188092265672817,0.21503501409586476,0.6521739130434783
elasticnet,68,0.6184060842669753,0.21488139343044851,0.6544622425629291
logistic,68,0.6188183680738358,0.21504287771034278,0.652745995423341
xgboost,68,0.6292941672123364,0.22023969888687134,0.63558352402746
lasso_lr,69,0.617046033610011,0.21463902887856887,0.6362683438155137
ridge_lr,69,0.6172090429949918,0.21474876700025067,0.639412997903564
elasticnet,69,0.6172380429634069,0.21472649531389928,0.6362683438155137
logistic,69,0.6172799993324098,0.21475532580481455,0.6420335429769392
xgboost,69,0.6239170546714928,0.21775846183300018,0.6488469601677149
lasso_lr,70,0.6413928796391727,0.22567140267675578,0.615546218487395
ridge_lr,70,0.6430718725543678,0.22631104453219153,0.6113445378151261
elasticnet,70,0.6415135653941959,0.22572978450211292,0.615546218487395
logistic,70,0.6431191483660794,0.22633917602656448,0.6113445378151261
