model,fold,log_loss,brier,accuracy
elasticnet,11,0.6666084960301233,0.23757305825574776,0.5483870967741935
logistic,11,0.6725123506814952,0.23898498718792535,0.5887096774193549
xgboost,11,0.680327471244488,0.24359247088432312,0.532258064516129
lasso_lr,12,0.6365852645047448,0.22244218504106053,0.6442307692307693
ridge_lr,12,0.6321859759220898,0.2206414724706229,0.6586538461538461
elasticnet,12,0.6336232733353496,0.2213617260526961,0.6442307692307693
logistic,12,0.6342481269570418,0.22011375167344022,0.6634615384615384
xgboost,12,0.6278593926270575,0.21971885859966278,0.6490384615384616
lasso_lr,13,0.6434579409931578,0.22673768430813543,0.648854961832061
ridge_lr,13,0.6450825917979178,0.22777399755033162,0.6564885496183206
elasticnet,13,0.6429541784770961,0.22654813909706956,0.6412213740458015
logistic,13,0.6404369613827093,0.2274396091210041,0.6259541984732825
xgboost,13,0.6474246773193756,0.22834338247776031,0.6374045801526718
lasso_lr,14,0.6770819243851319,0.2414388491879674,0.5943847072879331
ridge_lr,14,0.6773508804459155,0.24144895588639753,0.5943847072879331
elasticnet,14,0.677832427518434,0.2417577440312271,0.5878136200716846
logistic,14,0.6849456125582222,0.24414703746751584,0.5967741935483871
xgboost,14,0.6853266352001979,0.24515828490257263,0.5692951015531661
lasso_lr,15,0.634990872004721,0.2222092659036141,0.6467611336032388
ridge_lr,15,0.6352065309214476,0.22245133545511953,0.6482793522267206
elasticnet,15,0.6346957679587344,0.2220872779235189,0.6497975708502024
logistic,15,0.649385824093431,0.22890432254482537,0.6077935222672065
xgboost,15,0.6424308967591045,0.22550661861896515,0.6381578947368421
lasso_lr,16,0.6280960604189135,0.21897130073287488,0.6399474375821288
ridge_lr,16,0.6289606058965291,0.2193929342854729,0.6491458607095927
elasticnet,16,0.6284168014182376,0.21912559081722832,0.6399474375821288
logistic,16,0.6362937887814154,0.22303279724009792,0.6182654402102497
xgboost,16,0.6273479901211381,0.21915675699710846,0.6281208935611038
lasso_lr,17,0.6093944399951492,0.21036782692746378,0.6741116751269035
ridge_lr,17,0.6079074950209639,0.2097882197694052,0.6720812182741117
elasticnet,17,0.6091205115130117,0.2102666070205511,0.6741116751269035
logistic,17,0.6085409654272814,0.21017974059753983,0.6781725888324873
xgboost,17,0.6084178368752692,0.2099493145942688,0.6746192893401015
lasso_lr,18,0.6175200103873995,0.21446513479302545,0.6658476658476659
ridge_lr,18,0.615791763007664,0.21387948649060998,0.6695331695331695
elasticnet,18,0.6172316768517349,0.21434910682607353,0.6670761670761671
logistic,18,0.6198534806603246,0.21569435432976963,0.6498771498771498
xgboost,18,0.6114766018022785,0.21223723888397217,0.6646191646191646
lasso_lr,19,0.6535960603694313,0.23097661674317896,0.6208333333333333
ridge_lr,19,0.6541704202565077,0.23139279304156193,0.609375
elasticnet,19,0.6537067119375825,0.23103232601755957,0.6229166666666667
logistic,19,0.6598981558519648,0.2340403576459943,0.5947916666666667
xgboost,19,0.6526632843502204,0.23077090084552765,0.6177083333333333
lasso_lr,20,0.6490241996633108,0.23009964371493455,0.5853658536585366
ridge_lr,20,0.6495857801853339,0.23030506787069202,0.6016260162601627
